gen;best;avg;worst
1248;7885;8103;11380
1249;7885;8092;11966
1250;7885;8091;11859
1251;7885;8085;10821
1252;7885;8074;11714
1253;7885;8099;11836
1254;7885;8090;11658
1255;7885;8070;11383
1256;7885;8072;10535
1257;7885;8094;10713
1258;7885;8092;11691
1259;7885;8120;11707
1260;7885;8101;11805
1261;7885;8121;10949
1262;7885;8123;12727
1263;7885;8115;11791
1264;7885;8114;11306
1265;7885;8100;11023
1266;7885;8113;10955
1267;7885;8100;12028
1268;7885;8133;12113
1269;7885;8124;12881
1270;7885;8115;11886
1271;7885;8121;12142
1272;7885;8127;11993
1273;7885;8103;11711
1274;7885;8101;11885
1275;7885;8109;13486
1276;7885;8065;10803
1277;7885;8080;13325
1278;7885;8065;11350
1279;7885;8074;11269
1280;7885;8090;12337
1281;7885;8098;12555
1282;7885;8119;13280
1283;7885;8086;11068
1284;7885;8104;12261
1285;7885;8108;12473
1286;7885;8097;12607
1287;7885;8103;11840
1288;7885;8072;12016
1289;7885;8100;12090
1290;7885;8081;11784
1291;7885;8103;12275
1292;7885;8088;10943
1293;7885;8103;13070
1294;7885;8112;12128
1295;7885;8093;10916
1296;7885;8130;13579
1297;7885;8105;12587
1298;7885;8086;12037
1299;7885;8099;11753
1300;7885;8086;11541
1301;7885;8079;11217
1302;7885;8100;12451
1303;7885;8084;11876
1304;7885;8100;11344
1305;7885;8097;11232
1306;7885;8090;11284
1307;7885;8074;11146
1308;7885;8086;11250
1309;7885;8108;12492
1310;7885;8097;10985
1311;7885;8097;11423
1312;7885;8099;11409
1313;7885;8113;12093
1314;7885;8100;12123
1315;7885;8080;11297
1316;7885;8097;12030
1317;7885;8117;13895
1318;7885;8110;11949
1319;7885;8091;11049
1320;7885;8088;11632
1321;7885;8097;11428
1322;7885;8088;11348
1323;7885;8104;12574
1324;7885;8095;14261
1325;7885;8116;12196
1326;7885;8109;12348
1327;7885;8136;12442
1328;7885;8109;12520
1329;7885;8097;11977
1330;7885;8091;12076
1331;7885;8097;11928
1332;7885;8130;12946
1333;7885;8138;11782
1334;7885;8097;11891
1335;7885;8069;12402
1336;7885;8094;11842
1337;7885;8102;10879
1338;7885;8096;13461
1339;7885;8104;13472
1340;7885;8100;11957
1341;7885;8086;12192
1342;7885;8082;11168
1343;7885;8097;11558
1344;7885;8092;11076
1345;7885;8107;11528
1346;7885;8104;10702
1347;7885;8097;11432
1348;7885;8087;11863
1349;7885;8108;13280
1350;7885;8122;12460
1351;7885;8090;11598
1352;7885;8111;11314
1353;7885;8117;12097
1354;7885;8092;13727
1355;7885;8105;11594
1356;7885;8126;12685
1357;7885;8085;11229
1358;7885;8086;11469
1359;7885;8076;11109
1360;7885;8096;13131
1361;7885;8094;11601
1362;7885;8078;11619
1363;7885;8094;12072
1364;7885;8118;12096
1365;7885;8118;12879
1366;7885;8112;11805
1367;7885;8082;11372
1368;7885;8079;12220
1369;7885;8102;11841
1370;7885;8116;11977
1371;7885;8099;11056
1372;7885;8097;12408
1373;7885;8106;11235
1374;7885;8114;11362
1375;7885;8110;11806
1376;7885;8112;11013
1377;7885;8099;11481
1378;7885;8115;11444
1379;7885;8108;11155
1380;7885;8087;11348
1381;7885;8064;11492
1382;7885;8103;12745
1383;7885;8141;11075
1384;7885;8121;12379
1385;7885;8105;12655
1386;7885;8115;10820
1387;7885;8108;11550
1388;7885;8096;11398
1389;7885;8115;11069
1390;7885;8118;11909
1391;7885;8107;11074
1392;7885;8141;13212
1393;7885;8126;12199
1394;7885;8102;11188
1395;7885;8097;11901
1396;7885;8120;11707
1397;7885;8110;12306
1398;7885;8096;11770
1399;7885;8091;11257
1400;7885;8101;11791
1401;7885;8111;11981
1402;7885;8105;12157
1403;7885;8103;10869
1404;7885;8116;11989
1405;7885;8108;13313
1406;7885;8094;11707
1407;7885;8073;11542
1408;7885;8101;11032
1409;7885;8091;11314
1410;7885;8110;12513
1411;7885;8121;11795
1412;7885;8127;11676
1413;7885;8106;11499
1414;7885;8123;12704
1415;7885;8145;12420
1416;7885;8097;12343
1417;7885;8103;10995
1418;7885;8102;12876
1419;7885;8104;12695
1420;7885;8109;11766
1421;7885;8109;12483
1422;7885;8111;11688
1423;7885;8126;12123
1424;7885;8078;11525
1425;7885;8082;11116
1426;7885;8090;11659
1427;7885;8086;10882
1428;7885;8115;11595
1429;7885;8104;11586
1430;7885;8087;12014
1431;7885;8088;12220
1432;7885;8109;12278
1433;7885;8118;13784
1434;7885;8081;11561
1435;7885;8108;12234
1436;7885;8080;10991
1437;7885;8084;12293
1438;7885;8095;12328
1439;7885;8114;11140
1440;7885;8102;11283
1441;7885;8082;11136
1442;7885;8079;10857
1443;7885;8107;11895
1444;7885;8104;13071
1445;7885;8064;11217
1446;7885;8076;11129
1447;7885;8090;11438
1448;7885;8098;11740
1449;7885;8092;11413
1450;7885;8078;10974
1451;7885;8077;11704
1452;7885;8099;12297
1453;7885;8110;11386
1454;7885;8093;11871
1455;7885;8099;12162
1456;7885;8097;11117
1457;7885;8106;11368
1458;7885;8111;11794
1459;7885;8108;11686
1460;7885;8098;11412
1461;7885;8116;13741
1462;7885;8102;11743
1463;7885;8081;13328
1464;7885;8095;11797
1465;7885;8083;11853
1466;7885;8098;11359
1467;7885;8076;10821
1468;7885;8074;11393
1469;7885;8076;11471
1470;7885;8078;11037
1471;7885;8087;11460
1472;7885;8096;12286
1473;7885;8094;11666
1474;7885;8094;10933
1475;7885;8101;13242
1476;7885;8108;11233
1477;7885;8117;11786
1478;7885;8083;11336
1479;7885;8080;11554
1480;7885;8091;12011
1481;7885;8061;11546
1482;7885;8099;12054
1483;7885;8107;11670
1484;7885;8098;12084
1485;7885;8083;12396
1486;7885;8108;11150
1487;7885;8110;12208
1488;7885;8098;14113
1489;7885;8098;14137
1490;7885;8100;11059
1491;7885;8080;12063
1492;7885;8074;10779
1493;7885;8077;11203
1494;7885;8087;11724
1495;7885;8085;11409
1496;7885;8072;11562
1497;7885;8097;11883
1498;7885;8097;11490
1499;7885;8077;10913
1500;7885;8080;11431
1501;7885;8090;11025
1502;7885;8090;13247
1503;7885;8105;11400
1504;7885;8133;12597
1505;7885;8143;12686
1506;7885;8084;12096
1507;7885;8089;12255
1508;7885;8107;13046
1509;7885;8086;11649
1510;7885;8078;12905
1511;7885;8096;12760
1512;7885;8083;11435
