gen;best;avg;worst
2411;7967;8185;11281
2412;7967;8172;11570
2413;7967;8204;11664
2414;7967;8186;11704
2415;7967;8157;10930
2416;7967;8166;11151
2417;7967;8177;11347
2418;7967;8130;11297
2419;7967;8153;11130
2420;7967;8157;11174
2421;7967;8203;11598
2422;7967;8228;11915
2423;7967;8219;11796
2424;7967;8184;12875
2425;7967;8195;12269
2426;7967;8183;11946
2427;7967;8208;11493
2428;7967;8219;11330
2429;7967;8226;12252
2430;7967;8201;11508
2431;7967;8241;11916
2432;7967;8219;12285
2433;7967;8190;10919
2434;7967;8170;10969
2435;7967;8200;11745
2436;7967;8202;11975
2437;7967;8163;11187
2438;7967;8196;11391
2439;7967;8199;11611
2440;7967;8235;12542
2441;7967;8176;11774
2442;7967;8169;10823
2443;7967;8149;11316
2444;7967;8165;12644
2445;7967;8155;11485
2446;7967;8177;10916
2447;7967;8153;10638
2448;7967;8203;10898
2449;7967;8190;11387
2450;7967;8187;10590
2451;7967;8194;11012
2452;7967;8215;11915
2453;7967;8194;11748
2454;7967;8201;11081
2455;7967;8227;11142
2456;7967;8205;12008
2457;7967;8173;10880
2458;7967;8184;11199
2459;7967;8170;10469
2460;7967;8192;10971
2461;7967;8168;11346
2462;7967;8162;10371
2463;7967;8186;10952
2464;7967;8195;10784
2465;7967;8224;11535
2466;7967;8215;12082
2467;7967;8240;12231
2468;7967;8172;11155
2469;7967;8160;10883
2470;7967;8173;11465
2471;7967;8160;10416
2472;7967;8169;10856
2473;7967;8156;11050
2474;7967;8165;11900
2475;7967;8141;11266
2476;7967;8153;11894
2477;7967;8176;11683
2478;7967;8163;11163
2479;7967;8155;10828
2480;7967;8192;11788
2481;7967;8190;11258
2482;7967;8169;11601
2483;7967;8158;11014
2484;7967;8167;11389
2485;7967;8212;13791
2486;7967;8203;12247
2487;7967;8228;11870
2488;7967;8203;11754
2489;7967;8184;11470
2490;7967;8178;11882
2491;7967;8217;11327
2492;7967;8191;10957
2493;7967;8197;11683
2494;7967;8192;11403
2495;7967;8205;11214
2496;7967;8221;11843
2497;7967;8166;11063
2498;7967;8156;11451
2499;7967;8166;11305
2500;7967;8163;10895
2501;7967;8240;11629
2502;7967;8211;11839
2503;7967;8166;11605
2504;7967;8159;11259
2505;7967;8181;11205
2506;7967;8174;10674
2507;7967;8195;11266
2508;7967;8219;11306
2509;7967;8178;11506
2510;7967;8188;11470
2511;7967;8191;11825
2512;7967;8176;10941
2513;7967;8181;11871
2514;7967;8192;11883
2515;7967;8219;11381
2516;7967;8177;11044
2517;7967;8172;11854
2518;7967;8166;11974
2519;7967;8162;12504
2520;7967;8161;11167
2521;7967;8176;11599
2522;7967;8185;12156
2523;7967;8195;13122
2524;7967;8186;13583
2525;7967;8207;15716
2526;7967;8191;11790
2527;7967;8190;11703
2528;7967;8178;12675
2529;7967;8172;13112
2530;7967;8164;10634
2531;7967;8180;11508
2532;7967;8188;11029
2533;7967;8180;10989
2534;7967;8186;11454
2535;7967;8191;11824
2536;7967;8174;11596
2537;7967;8186;10974
2538;7967;8206;11403
2539;7967;8193;11631
2540;7967;8185;10819
2541;7967;8171;11505
2542;7967;8173;11875
2543;7967;8172;10656
2544;7967;8161;12449
2545;7967;8187;11610
2546;7967;8171;11457
2547;7967;8190;10653
2548;7967;8169;10992
2549;7967;8176;11772
2550;7967;8183;11604
2551;7967;8226;11831
2552;7967;8173;10613
2553;7967;8152;10386
2554;7967;8160;10758
2555;7967;8173;11308
2556;7967;8171;10894
2557;7967;8179;12570
2558;7967;8201;12303
2559;7967;8204;10841
2560;7967;8169;11272
2561;7967;8193;11271
2562;7967;8230;11971
2563;7967;8221;12573
2564;7967;8184;12245
2565;7967;8161;11255
2566;7967;8178;12022
2567;7967;8190;10431
2568;7967;8210;12444
2569;7967;8226;11506
2570;7967;8230;13563
2571;7967;8175;11228
2572;7967;8147;11719
2573;7967;8197;12570
2574;7967;8155;11250
2575;7967;8165;10550
2576;7967;8157;12244
2577;7967;8153;11438
2578;7967;8175;14108
2579;7967;8148;11125
2580;7967;8162;11490
2581;7967;8213;12114
2582;7967;8227;11855
2583;7967;8220;13079
2584;7967;8178;10828
2585;7967;8162;10436
2586;7967;8162;10941
2587;7967;8166;12156
2588;7967;8178;11700
2589;7967;8151;11817
2590;7967;8206;11806
2591;7967;8147;11239
2592;7967;8197;13013
2593;7967;8164;11538
2594;7967;8173;10974
2595;7967;8193;11900
2596;7967;8192;12220
2597;7967;8187;11306
2598;7967;8200;11559
2599;7967;8192;10704
2600;7967;8171;11873
2601;7967;8180;11125
2602;7967;8198;10644
2603;7967;8191;11759
2604;7967;8247;12251
2605;7967;8195;11842
2606;7967;8190;10923
2607;7967;8200;10976
2608;7967;8219;10999
2609;7967;8211;11637
2610;7967;8214;11479
2611;7967;8184;11397
2612;7967;8163;12076
2613;7967;8230;13145
2614;7967;8176;11147
2615;7967;8183;11790
2616;7967;8233;12188
2617;7967;8213;11259
2618;7967;8193;12082
2619;7967;8194;11433
2620;7967;8171;11936
2621;7967;8200;12000
2622;7967;8278;12026
2623;7967;8187;10609
2624;7967;8146;10589
2625;7967;8148;11021
2626;7967;8191;11679
2627;7967;8173;11094
2628;7967;8151;11163
2629;7967;8152;11193
2630;7967;8166;11997
2631;7967;8186;11372
2632;7967;8183;11405
2633;7967;8200;12492
2634;7967;8177;11136
2635;7967;8194;12451
2636;7967;8196;13489
2637;7967;8207;11549
2638;7967;8187;11964
2639;7967;8272;13702
2640;7967;8191;11950
2641;7967;8173;10484
2642;7967;8151;10628
2643;7967;8213;11544
2644;7967;8228;13286
2645;7967;8176;12161
2646;7967;8227;11978
2647;7967;8199;11845
2648;7967;8156;11724
2649;7967;8166;11455
2650;7967;8167;10968
2651;7967;8145;11329
2652;7967;8151;11024
2653;7967;8160;10819
2654;7967;8184;12023
2655;7967;8223;12347
2656;7967;8214;11578
2657;7967;8217;12437
2658;7967;8204;11788
2659;7967;8168;10840
